Timestamp,Idade,Faixa Etária,Gênero,Escolaridade,Ocupação,Renda,X Contágio,Contágio Família,Estado,Cidade,Bairro,Região,Tipo Moradia,N Coabitação,Fonte Informação,Microorganismo,Nota Microorganismo,Formas Contágio,Nota Contágio,Sintomas,Nota Sintomas,Prevenção,Nota Prevenção,Combate,Nota Combate,Nota Final,Tratamento,Saneamento,Governo,Ações,Preocupação,Vacina
2024/03/14 10:22:57 PM GMT-3,53,50-59,Feminino,Fundamental incompleto,Trabalho,1 a 3 salários mínimos,Nenhuma,Sim,SC,Itajaí,Centro,Centro,Apartamento,2,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo,"83,33",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",70,Satisfatório,2,2,Raramente,Pouco preocupado,Talvez tomaria
2024/03/14 10:25:04 PM GMT-3,18,10-19,Feminino,Médio completo,Estudo,7 a 10 salários mínimos,Nenhuma,Não,SC,Florianópolis,Ingleses,,Casa,5,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Manchas pelo corpo,"66,67",Tomar uma vacina,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","86,67",Nunca tive dengue,4,3,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/14 10:26:29 PM GMT-3,27,20-29,Feminino,Superior completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Não,SC,Joinville,Santo Antônio,Norte,Apartamento,1,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,5,5,Sempre,Muito preocupado,Certamente tomaria
2024/03/14 10:26:38 PM GMT-3,43,40-49,Feminino,Médio completo,Trabalho,Prefiro não informar,Nenhuma,Sim,SC,Joinville,Santa Catarina,Sul,Casa,4,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,4,4,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/14 10:26:52 PM GMT-3,21,20-29,Feminino,Médio completo,Trabalho;Estudo,Prefiro não informar,Nenhuma,Sim,GO,Goiânia,Vila Rosa,,Casa,6,"Mídia tradicional (TV, rádio, jornal)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Manchas pelo corpo,"66,67",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Nunca tive dengue,4,2,Raramente,Moderadamente preocupado,Talvez tomaria
2024/03/14 10:35:46 PM GMT-3,37,30-39,Feminino,Médio completo,Trabalho;Estudo,4 a 6 salários mínimos,Nenhuma,Não,SC,Joinville,Jardim Paraíso,Nordeste,Casa,5,Profissionais de saúde,Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",80,Nunca tive dengue,2,1,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/14 10:36:33 PM GMT-3,30,30-39,Masculino,Superior completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Sim,GO,Goiânia,Alto da Glória,,Apartamento,0,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,5,3,Raramente,Moderadamente preocupado,Talvez tomaria
2024/03/14 10:41:04 PM GMT-3,27,20-29,Feminino,Superior completo,Trabalho,4 a 6 salários mínimos,Uma,Sim,GO,Goiânia,XX,,Casa,0,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Muito satisfatório,4,4,Às vezes,Moderadamente preocupado,Certamente tomaria
2024/03/14 10:42:49 PM GMT-3,21,20-29,Masculino,Médio completo,Trabalho;Estudo,4 a 6 salários mínimos,Nenhuma,Sim,GO,Goiânia,Itaipú,,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo,"83,33",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","96,67",Nunca tive dengue,5,4,Sempre,Moderadamente preocupado,Certamente tomaria
2024/03/14 10:49:58 PM GMT-3,20,20-29,Masculino,Médio completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Sim,SC,Joinville,Vila Nova,Oeste,Casa,4,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,5,4,Às vezes,Extremamente preocupado,Talvez tomaria
2024/03/14 10:50:01 PM GMT-3,22,20-29,Feminino,Médio completo,Trabalho;Estudo,1 a 3 salários mínimos,Duas,Sim,GO,Goiânia,Parque Oeste Industrial,,Apartamento,1,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",80,Insatisfatório,1,1,Sempre,Extremamente preocupado,Certamente tomaria
2024/03/14 10:54:25 PM GMT-3,12,10-19,Feminino,Fundamental incompleto,Estudo,4 a 6 salários mínimos,Nenhuma,Sim,GO,Aparecida de Goiânia,American Park,,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Tomar uma vacina,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus","20,00","77,33",Nunca tive dengue,3,2,Às vezes,Muito preocupado,Certamente tomaria
2024/03/14 11:51:19 PM GMT-3,24,20-29,Feminino,Superior completo,Trabalho,4 a 6 salários mínimos,Nenhuma,Sim,SC,Joinville,Comasa,Leste,Casa,3,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,3,3,Sempre,Muito preocupado,Certamente tomaria
2024/03/14 11:53:05 PM GMT-3,18,10-19,Feminino,Médio completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Sim,SC,Joinville,Comasa,Leste,Casa,1,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,4,2,Frequentemente,Muito preocupado,Talvez tomaria
2024/03/15 12:50:59 AM GMT-3,22,20-29,Feminino,Médio completo,Trabalho,1 a 3 salários mínimos,Nenhuma,Sim,GO,Aparecida de Goiânia,Cidade Vera Cruz,,Casa,3,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Nunca tive dengue,4,3,Às vezes,Moderadamente preocupado,Talvez tomaria
2024/03/15 5:37:53 AM GMT-3,60,60-70,Feminino,Superior completo,Trabalho,1 a 3 salários mínimos,Nenhuma,Não,SC,Joinville,Guanabara,Sudeste,Casa,1,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Descartar adequadamente objetos que acumulam água","40,00","81,33",Nunca tive dengue,5,4,Sempre,Muito preocupado,Certamente tomaria
2024/03/15 6:13:28 AM GMT-3,31,30-39,Feminino,Superior completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Sim,SC,Joinville,Rio Bonito,Norte,Casa,7,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Dores no corpo;Manchas pelo corpo,"83,33",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",90,Nunca tive dengue,5,1,Às vezes,Moderadamente preocupado,Certamente tomaria
2024/03/15 6:14:48 AM GMT-3,31,30-39,Feminino,Médio completo,Trabalho,1 a 3 salários mínimos,Uma,Sim,SC,Joinville,Ulysses Guimarães,Sudeste,Casa,1,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Muito satisfatório,4,3,Sempre,Extremamente preocupado,Talvez tomaria
2024/03/15 6:17:26 AM GMT-3,21,20-29,Masculino,Médio completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Sim,GO,Goiânia,XX,,Apartamento,0,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo,"83,33",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",90,Nunca tive dengue,4,1,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/15 6:22:52 AM GMT-3,22,20-29,Feminino,Médio completo,Trabalho;Estudo,4 a 6 salários mínimos,Uma,Não,SC,Joinville,Iririú,Nordeste,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Moderadamente satisfatório,5,1,Frequentemente,Extremamente preocupado,Talvez tomaria
2024/03/15 7:48:17 AM GMT-3,26,20-29,Feminino,Médio completo,Estudo,1 a 3 salários mínimos,Uma,Sim,SC,Joinville,Morro do Meio,Oeste,Casa,2,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Limpar as calhas;Descartar adequadamente objetos que acumulam água","80,00",96,Moderadamente satisfatório,3,2,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/15 8:13:12 AM GMT-3,22,20-29,Feminino,Superior completo,Trabalho;Estudo,4 a 6 salários mínimos,Nenhuma,Não,SC,Itajaí,Limoeiro,,Casa,2,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Limpar as calhas;Descartar adequadamente objetos que acumulam água","80,00","89,33",Nunca tive dengue,3,2,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/15 8:18:32 AM GMT-3,43,40-49,Feminino,Médio completo,Estudo,1 a 3 salários mínimos,Nenhuma,Sim,SC,Itajaí,Limoeiro,,Casa,2,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,2,2,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/15 8:18:52 AM GMT-3,44,40-49,Masculino,Fundamental completo,Trabalho,1 a 3 salários mínimos,Uma,Sim,SC,Joinville,Comasa,Leste,Casa,1,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo,"83,33",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",70,Moderadamente satisfatório,4,2,Frequentemente,Extremamente preocupado,Não tomaria
2024/03/15 8:19:37 AM GMT-3,47,40-49,Feminino,Fundamental completo,,Prefiro não informar,Nenhuma,Sim,SC,Joinville,Aventureiro,Nordeste,Casa,3,"Internet (redes sociais, sites oficiais)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Nunca tive dengue,5,1,Sempre,Extremamente preocupado,Talvez tomaria
2024/03/15 8:20:54 AM GMT-3,37,30-39,Feminino,Superior completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Sim,SC,São Francisco do Sul,Ubatuba,,Casa,2,Profissionais de saúde,Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,3,1,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/15 8:26:18 AM GMT-3,24,20-29,Feminino,Médio completo,Trabalho;Estudo,Prefiro não informar,Nenhuma,Sim,SC,Araquari,Itinga,Sul,Apartamento,0,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,3,2,Às vezes,Extremamente preocupado,Certamente tomaria
2024/03/15 8:28:04 AM GMT-3,41,40-49,Feminino,Médio completo,Trabalho,4 a 6 salários mínimos,Duas,Sim,SC,Joinville,Boa Vista,Leste,Casa,4,"Mídia tradicional (TV, rádio, jornal)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",80,Moderadamente satisfatório,3,3,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/15 8:31:47 AM GMT-3,39,30-39,Masculino,Superior completo,Trabalho,4 a 6 salários mínimos,Nenhuma,Sim,SC,Joinville,Costa e Silva,Norte,Casa,3,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Nunca tive dengue,4,2,Frequentemente,Moderadamente preocupado,Talvez tomaria
2024/03/15 8:39:20 AM GMT-3,36,30-39,Feminino,Superior completo,Trabalho,4 a 6 salários mínimos,Uma,Sim,SC,Joinville,Vila Nova,Oeste,Casa,3,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Satisfatório,4,3,Sempre,Extremamente preocupado,Certamente tomaria
2024/03/15 8:44:59 AM GMT-3,48,40-49,Masculino,Superior completo,Trabalho;Estudo,1 a 3 salários mínimos,Uma,Não,SC,Joinville,Costa e Silva,Norte,Apartamento,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","93,33",Satisfatório,4,1,Sempre,Muito preocupado,Certamente tomaria
2024/03/15 8:49:24 AM GMT-3,18,10-19,Feminino,Médio completo,Trabalho,7 a 10 salários mínimos,Nenhuma,Não,SC,Joinville,João Costa,Sudeste,Casa,3,"Internet (redes sociais, sites oficiais)",Vírus,100,Ingestão de água ou alimentos contaminados,"50,00",Dores no corpo,"66,67",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus","20,00","60,67",Nunca tive dengue,5,4,Frequentemente,Moderadamente preocupado,Certamente tomaria
2024/03/15 9:14:18 AM GMT-3,45,40-49,Masculino,Médio completo,Trabalho,4 a 6 salários mínimos,Nenhuma,Sim,SC,Joinville,Fátima,Sudeste,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Nunca tive dengue,1,1,Sempre,Moderadamente preocupado,Não tomaria
2024/03/15 9:20:50 AM GMT-3,19,10-19,Feminino,Médio completo,Trabalho;Estudo,1 a 3 salários mínimos,Nenhuma,Sim,SC,Joinville,Paranaguamirim,Sudeste,Casa,2,Profissionais de saúde,Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",80,Nunca tive dengue,4,1,Frequentemente,Muito preocupado,Certamente tomaria
2024/03/15 9:33:44 AM GMT-3,42,40-49,Feminino,Médio completo,Trabalho,4 a 6 salários mínimos,Uma,Não,SC,Joinville,Paranaguamirim,Sudeste,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente;Tomar uma vacina,"100,00","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00",100,Moderadamente satisfatório,4,4,Sempre,Extremamente preocupado,Certamente tomaria
2024/03/15 9:37:17 AM GMT-3,29,20-29,Feminino,Médio completo,Estudo,Até 1 salário mínimo,Uma,Sim,SC,Joinville,Jarivatuba,Sudeste,Casa,3,"Mídia tradicional (TV, rádio, jornal)",Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Manchas pelo corpo,"100,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","73,33",Pouco satisfatório,5,1,Sempre,Extremamente preocupado,Certamente tomaria
2024/03/15 9:45:28 AM GMT-3,41,40-49,Feminino,Médio completo,Trabalho,Até 1 salário mínimo,Nenhuma,Sim,XX,Itajaí,XX,,Casa,3,Profissionais de saúde,Parasita,0,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo;Tosse;Dor de garganta,"50,00",Usar repelente,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","63,33",Nunca tive dengue,5,3,Às vezes,Moderadamente preocupado,Certamente tomaria
2024/03/15 9:46:22 AM GMT-3,45,40-49,Masculino,Médio completo,Trabalho,4 a 6 salários mínimos,Uma,Sim,SC,Joinville,Adhemar Garcia,Sudeste,Casa,4,"Internet (redes sociais, sites oficiais)",Vírus,100,Picada do mosquito Aedes Aegypt,"100,00",Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo;Tosse;Dor de garganta,"50,00",Tomar uma vacina,"66,67","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","100,00","83,33",Moderadamente satisfatório,3,3,Frequentemente,Muito preocupado,Certamente tomaria
