"Timestamp","Qual é a sua idade?","Qual é seu gênero?","Escolaridade","Qual sua ocupação?","Qual é sua renda familiar?","Quantas vezes você já pegou dengue?","Algum familiar já pegou dengue?","Em qual estado você mora?","Em qual cidade?","Em qual bairro?","Você mora em:","Quantas pessoas moram com você?","De qual das fontes abaixo você mais obtém informação sobre a dengue?","A dengue é causada por um(a):","Quais as formas de contágio?","Quais são os principais sintomas da dengue?","Quais as principais formas de prevenir o contágio?","Quais das ações abaixo são formas de combater o Aedes Aegypti?","Se você já contraiu dengue, como você avalia o tratamento recebido? ","Como é o saneamento básico na sua região?","Você acredita que o governo está fazendo o suficiente para combater a dengue em sua região? ","Com que frequência você realiza ações para prevenir a proliferação do mosquito Aedes Aegypti em sua residência?","Quão preocupado você está com a possibilidade de contrair dengue?","Havendo uma vacina disponível gratuitamente no SUS, você..."
"2024/03/15 9:46:22 AM GMT-3","45","Masculino","Médio completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Ademar Garcia ","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo;Tosse;Dor de garganta","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","3","3","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 10:01:40 AM GMT-3","28","Feminino","Superior completo","Trabalho","Até 1 salário mínimo","Duas","Sim","Sc","Joinville ","Comasa","Casa","2","Amigos e familiares","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","4","1","Sempre","Extremamente preocupado","Talvez tomaria"
"2024/03/15 10:07:10 AM GMT-3","53","Feminino","Médio completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Não","Minas gerais","Belo Horizonte ","Buritis ","Apartamento","3","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","1","Frequentemente","Moderadamente preocupado","Não tomaria"
"2024/03/15 10:17:48 AM GMT-3","32","Feminino","Médio completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Não","Santa Catarina ","Joinville ","Paranaguamirim ","Casa","4","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","1","Frequentemente","Extremamente preocupado","Certamente tomaria"
"2024/03/15 10:20:28 AM GMT-3","39","Feminino","Superior completo","Trabalho;Estudo","4 a 6 salários mínimos","Duas","Sim","Goiás ","Goiânia ","Setor Faiçalville III ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Muito satisfatório","4","4","Frequentemente","Extremamente preocupado","Talvez tomaria"
"2024/03/15 10:20:29 AM GMT-3","43","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","SC ","ITAJAÍ ","Limoeiro ","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Frequentemente","Muito preocupado","Talvez tomaria"
"2024/03/15 10:27:33 AM GMT-3","69","Feminino","Fundamental incompleto","","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Comasa","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Tsé-Tsé;Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","4","4","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 10:31:43 AM GMT-3","29","Feminino","Superior completo","Trabalho;Estudo","4 a 6 salários mínimos","Nenhuma","Sim","SC","Itajaí","Santa Regina","Apartamento","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Frequentemente","Muito preocupado","Não tomaria"
"2024/03/15 10:35:31 AM GMT-3","37","Feminino","Superior completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","MORRO DO MEIO","Casa","5","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Dor de garganta","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","3","Frequentemente","Moderadamente preocupado","Talvez tomaria"
"2024/03/15 10:50:28 AM GMT-3","22","Feminino","Médio completo","Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Camboriu","Monte alegre ","Casa","2","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Dor de garganta","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","1","Sempre","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 10:55:38 AM GMT-3","45","Masculino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Uma","Não","SC","Joinville ","Itinga ","Casa","4","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Dor de garganta","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Pouco satisfatório","5","1","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/15 10:59:16 AM GMT-3","21","Masculino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Jarivatuba ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 11:07:16 AM GMT-3","21","Feminino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina","Joinville","Floresta","Casa","1","Amigos e familiares","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Tosse;Dor de garganta","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","3","Sempre","Muito preocupado","Certamente tomaria"
"2024/03/15 11:27:51 AM GMT-3","48","Masculino","Superior completo","Trabalho","Prefiro não informar","Nenhuma","Não","Paraná","Curitiba ","Água Verde","Apartamento","1","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","2","Nunca","Muito preocupado","Não tomaria"
"2024/03/15 11:34:24 AM GMT-3","65","Masculino","Superior completo","Trabalho;Estudo","4 a 6 salários mínimos","Uma","Não","Santa catarina","Itajaí","Espinheiro ","Casa","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Insatisfatório","1","1","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 12:18:13 PM GMT-3","26","Masculino","Médio completo","Trabalho","7 a 10 salários mínimos","Nenhuma","Sim","SC","Joinville","Gloria","Apartamento","0","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","4","Às vezes","Pouco preocupado","Certamente tomaria"
"2024/03/15 12:22:01 PM GMT-3","48","Feminino","Superior completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville","Floresta","Casa","3","Amigos e familiares","Parasita","Picada do mosquito Aedes Aegypt","Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","5","Sempre","Extremamente preocupado","Certamente tomaria"
"2024/03/15 12:45:17 PM GMT-3","22","Masculino","Médio completo","Trabalho;Estudo","4 a 6 salários mínimos","Nenhuma","Sim","SC","JOINVILLE","COSTA E SILVA","Apartamento","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","4","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 12:57:40 PM GMT-3","42","Masculino","Superior completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Sc","Joinville ","Santo Antônio ","Casa","3","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","4","Frequentemente","Muito preocupado","Certamente tomaria"
"2024/03/15 1:29:59 PM GMT-3","38","Masculino","Superior completo","Trabalho","Prefiro não informar","Nenhuma","Sim","Santa Catarina ","Joinville","Iririú ","Casa","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Nunca","Muito preocupado","Talvez tomaria"
"2024/03/15 1:31:51 PM GMT-3","41","Feminino","Médio completo","Trabalho","1 a 3 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Aventureiro ","Casa","5","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas","Satisfatório","4","3","Sempre","Extremamente preocupado","Talvez tomaria"
"2024/03/15 1:49:49 PM GMT-3","55 anos","Masculino","Superior completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","Paraná ","Colombo","Jardim osasco","Casa","Uma","Amigos e familiares","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Dor de garganta","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","3","3","Às vezes","Moderadamente preocupado","Certamente tomaria"
"2024/03/15 2:55:19 PM GMT-3","55 anos ","Feminino","Superior completo","Estudo","Até 1 salário mínimo","Nenhuma","Sim","Santa Catarina ","Joinville ","Costa e Silva ","Casa","4","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Sempre","Moderadamente preocupado","Não tomaria"
"2024/03/15 3:19:25 PM GMT-3","35 anos","Feminino","Superior completo","","Prefiro não informar","Nenhuma","Sim","Santa Catarina ","Joinville ","Aventureiro ","Casa","3","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","3","Sempre","Muito preocupado","Talvez tomaria"
"2024/03/15 3:33:51 PM GMT-3","24","Masculino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","Goiás","Goiânia","Setor marista","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","2","1","Às vezes","Pouco preocupado","Não tomaria"
"2024/03/15 3:40:05 PM GMT-3","20","Feminino","Médio completo","Estudo","1 a 3 salários mínimos","Uma","Sim","Santa Catarina - SC","Joinville","Costa e Silva","Casa","2","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Perda do olfato e paladar;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Muito satisfatório","3","2","Sempre","Nada preocupado","Certamente tomaria"
"2024/03/15 4:21:07 PM GMT-3","41","Masculino","Médio completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Não","Santa catarina","Balneário barra do sul ","Costeira","Casa","4","Profissionais de saúde","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","1","5","Nunca","Nada preocupado","Certamente tomaria"
"2024/03/15 4:30:07 PM GMT-3","27","Masculino","Superior completo","Trabalho","Até 1 salário mínimo","Nenhuma","Sim","RJ","rio de janeiro","cidade universitaria","Casa","5","Amigos e familiares","Bactéria","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Tosse","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Às vezes","Pouco preocupado","Certamente tomaria"
"2024/03/16 8:24:25 AM GMT-3","20","Feminino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Nenhuma","Sim","goiás ","aparecida de goiânia ","cidade livre ","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","3","2","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/16 2:20:43 PM GMT-3","50","Masculino","Fundamental incompleto","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Aventureiro ","Casa","2","Amigos e familiares","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar protetor solar","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Moderadamente satisfatório","4","3","Frequentemente","Extremamente preocupado","Certamente tomaria"
"2024/03/16 2:42:42 PM GMT-3","35","Feminino","Superior completo","Trabalho","Prefiro não informar","Nenhuma","Não","Santa Catarina ","Joinville ","Centro ","Apartamento","1 ","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Frequentemente","Moderadamente preocupado","Não tomaria"
"2024/03/16 4:14:56 PM GMT-3","53 anos ","Feminino","Superior completo","Trabalho","1 a 3 salários mínimos","Três ou mais","Sim","Santa Catarina ","Joinville ","Saguaçú ","Apartamento","1","Amigos e familiares","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Satisfatório","4","3","Às vezes","Extremamente preocupado","Talvez tomaria"
"2024/03/16 4:35:02 PM GMT-3","49","Feminino","Superior completo","Trabalho","1 a 3 salários mínimos","Nenhuma","Sim","Santa Catarina ","Joinville ","Guanabara ","Casa","0","Internet (redes sociais, sites oficiais)","Parasita","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Dor de garganta","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","3","Frequentemente","Moderadamente preocupado","Certamente tomaria"
"2024/03/16 7:39:19 PM GMT-3","58 anos","Masculino","Superior completo","Trabalho","Prefiro não informar","Nenhuma","Sim","Santa Catarina ","Joinville ","Saguaçu ","Apartamento","1","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","5","2","Sempre","Moderadamente preocupado","Não tomaria"
"2024/03/17 7:41:21 AM GMT-3","45","Masculino","Médio completo","Trabalho","4 a 6 salários mínimos","Uma","Sim","Santa Catarina ","Joinville ","Bom Retiro ","Casa","2","Internet (redes sociais, sites oficiais)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Insatisfatório","5","1","Sempre","Muito preocupado","Talvez tomaria"
"2024/03/17 11:12:43 AM GMT-3","38","Masculino","Superior completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","Sc","Araquari ","Itinga","Casa","3 pessoas ","Mídia tradicional (TV, rádio, jornal)","Parasita","Picada do mosquito Tsé-Tsé","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Limpar as calhas","Nunca tive dengue","2","4","Sempre","Muito preocupado","Certamente tomaria"
"2024/03/18 4:35:47 PM GMT-3","20","Masculino","Médio completo","Trabalho;Estudo","1 a 3 salários mínimos","Uma","Sim","SC","Joinville","Anita Garibaldi","Casa","3","Internet (redes sociais, sites oficiais)","Vírus","Ingestão de água ou alimentos contaminados;Picada do mosquito Aedes Aegypt","Febre;Dores no corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas","Satisfatório","5","3","Nunca","Pouco preocupado","Talvez tomaria"
"2024/03/21 9:24:28 PM GMT-3","20","Masculino","Superior completo","Trabalho","4 a 6 salários mínimos","Nenhuma","Sim","SP","SP","Lauzane","Casa","3","Internet (redes sociais, sites oficiais)","Bactéria","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo;Tosse;Dor de garganta","Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus","Moderadamente satisfatório","5","2","Raramente","Pouco preocupado","Talvez tomaria"
"2024/03/28 7:22:16 PM GMT-3","40","Masculino","Superior completo","Trabalho;Estudo","Prefiro não informar","Nenhuma","Não","SC","Joinville","Glória","Apartamento","1","Mídia tradicional (TV, rádio, jornal)","Vírus","Picada do mosquito Aedes Aegypt","Febre;Dores no corpo;Manchas pelo corpo","Usar repelente;Tomar uma vacina","Não deixar água parada em garrafas, vasos de planta e pneus;Manter lixeiras tampadas e protegidas da chuva;Retirar água de plantas que acumulam água, como as bromélias;Limpar as calhas;Descartar adequadamente objetos que acumulam água","Nunca tive dengue","4","3","Sempre","Muito preocupado","Certamente tomaria"